account,Date,amount,alert_type,risk_level
188929394,2022-10-15,9658.21,LAYERING,HIGH
1416418992,2022-10-22,8541.04,LAYERING,HIGH
8424086459,2022-10-22,13052.27,LAYERING,CRITICAL
7078200557,2022-10-27,6587.92,LAYERING,HIGH
5030100545,2022-10-27,7594.86,LAYERING,HIGH
6708292258,2022-10-29,35807.52,LAYERING,CRITICAL
9050785104,2022-11-04,13135.51,LAYERING,CRITICAL
1813079910,2022-11-04,18935.15,LAYERING,CRITICAL
8417752885,2022-11-05,7420.50,LAYERING,HIGH
9562274039,2022-11-06,5180.62,LAYERING,HIGH
9380493823,2022-11-09,6472.44,LAYERING,HIGH
4049086988,2022-11-14,17652.45,LAYERING,CRITICAL
5708403349,2022-11-19,39241.92,LAYERING,CRITICAL
9577633368,2022-11-19,10903.62,LAYERING,CRITICAL
23039938,2022-11-25,18289.29,LAYERING,CRITICAL
5905337797,2022-11-29,19653.60,LAYERING,CRITICAL
8193184390,2022-12-01,22148.99,LAYERING,CRITICAL
4550948935,2022-12-09,19105.70,LAYERING,CRITICAL
954553425,2022-12-12,5204.19,LAYERING,HIGH
6042344622,2022-12-12,6034.70,LAYERING,HIGH
5869654043,2022-10-07,17198.77,LAYERING,MEDIUM
2806740273,2022-10-07,17548.07,LAYERING,MEDIUM
6340007440,2022-10-07,106.04,"CROSS BORDER RISK",LOW
3758118046,2022-10-07,5903.33,"CROSS BORDER RISK",LOW
445154846,2022-10-07,3957.87,"CROSS BORDER RISK",MEDIUM
5748489103,2022-10-07,3252.35,"CROSS BORDER RISK",LOW
4928880336,2022-10-07,10753.27,"CROSS BORDER RISK",LOW
8501920513,2022-10-07,6112.62,"CROSS BORDER RISK",MEDIUM
5535491870,2022-10-07,10150.12,"CROSS BORDER RISK",LOW
3895286750,2022-10-07,4310.36,"CROSS BORDER RISK",LOW
9444956233,2022-10-07,3860.81,"CROSS BORDER RISK",LOW
8093648634,2022-10-08,7961.54,"CROSS BORDER RISK",LOW
6340007440,2022-10-08,331.41,"CROSS BORDER RISK",LOW
4501271268,2022-10-08,3966.93,"CROSS BORDER RISK",MEDIUM
7900125583,2022-10-08,10257.07,"CROSS BORDER RISK",LOW
8501920513,2022-10-08,483.30,"CROSS BORDER RISK",LOW
9352740070,2022-10-08,2310.75,"CROSS BORDER RISK",LOW
2975433371,2022-10-08,6004.20,"CROSS BORDER RISK",MEDIUM
7900125583,2022-10-08,4118.34,"CROSS BORDER RISK",LOW
1291265097,2022-10-08,4273.93,"CROSS BORDER RISK",LOW
5825377846,2022-10-08,114.04,"CROSS BORDER RISK",LOW
9332541212,2022-10-08,3750.32,"CROSS BORDER RISK",LOW
7419470415,2022-10-08,5737.43,"CROSS BORDER RISK",MEDIUM
7279271900,2022-10-09,5429.60,"CROSS BORDER RISK",MEDIUM
8501920513,2022-10-09,7744.01,"CROSS BORDER RISK",LOW
6088569153,2022-10-09,75.89,"CROSS BORDER RISK",LOW
7900125583,2022-10-09,2768.71,"CROSS BORDER RISK",MEDIUM
1775046511,2022-10-09,3867.03,"CROSS BORDER RISK",MEDIUM
9107206798,2022-10-09,2193.31,"CROSS BORDER RISK",LOW
9741665599,2022-10-09,5826.73,"CROSS BORDER RISK",MEDIUM
5825377846,2022-10-09,108.79,"CROSS BORDER RISK",LOW
2697605096,2022-10-09,20603.66,"CROSS BORDER RISK",LOW
6340007440,2022-10-09,164.63,"CROSS BORDER RISK",LOW
6837507008,2022-10-10,5815.90,"CROSS BORDER RISK",MEDIUM
5074743934,2022-10-10,2302.40,"CROSS BORDER RISK",LOW
3979625953,2022-10-10,5341.83,"CROSS BORDER RISK",LOW
5825377846,2022-10-10,192.74,"CROSS BORDER RISK",LOW
6340007440,2022-10-10,39.71,"CROSS BORDER RISK",LOW
8600542721,2022-10-10,1387.65,"CROSS BORDER RISK",LOW
3366160080,2022-10-10,8160.18,"CROSS BORDER RISK",LOW
6558961368,2022-10-10,5289.42,"CROSS BORDER RISK",MEDIUM
5617532830,2022-10-10,3985.42,"CROSS BORDER RISK",MEDIUM
7437186310,2022-10-11,5785.83,"CROSS BORDER RISK",MEDIUM
9350495967,2022-10-11,7798.79,"CROSS BORDER RISK",LOW
4533141883,2022-10-11,2291.54,"CROSS BORDER RISK",LOW
3046750994,2022-10-11,4085.77,"CROSS BORDER RISK",LOW
819399232,2022-10-11,2280.62,"CROSS BORDER RISK",LOW
726077956,2022-10-11,19097.77,"CROSS BORDER RISK",LOW
1422891634,2022-10-11,3919.79,"CROSS BORDER RISK",MEDIUM
8957068054,2022-10-11,10641.60,"CROSS BORDER RISK",LOW
5748489103,2022-10-11,1053.49,"CROSS BORDER RISK",MEDIUM
2875874575,2022-10-11,2824.06,"CROSS BORDER RISK",LOW
7900125583,2022-10-11,5157.16,"CROSS BORDER RISK",LOW
3190048835,2022-10-11,5917.62,"CROSS BORDER RISK",MEDIUM
5825377846,2022-10-11,110.97,"CROSS BORDER RISK",LOW
8501920513,2022-10-11,4536.38,"CROSS BORDER RISK",MEDIUM
403526894,2022-10-12,6718.59,"CROSS BORDER RISK",LOW
3342935265,2022-10-12,2243.66,"CROSS BORDER RISK",LOW
8600542721,2022-10-12,9344.68,"CROSS BORDER RISK",LOW
5191792876,2022-10-12,3518.82,"CROSS BORDER RISK",LOW
1681811645,2022-10-12,61062.76,"CROSS BORDER RISK",LOW
3783057593,2022-10-12,6042.31,"CROSS BORDER RISK",MEDIUM
8600542721,2022-10-12,3355.95,"CROSS BORDER RISK",LOW
8600542721,2022-10-12,17953.81,"CROSS BORDER RISK",HIGH
7877257337,2022-10-12,3904.73,"CROSS BORDER RISK",MEDIUM
2447476655,2022-10-13,2177.23,"CROSS BORDER RISK",LOW
8585579344,2022-10-13,5953.43,"CROSS BORDER RISK",MEDIUM
8753869372,2022-10-13,3963.62,"CROSS BORDER RISK",MEDIUM
6042344622,2022-10-13,1165.29,"CROSS BORDER RISK",LOW
3651814546,2022-10-13,275.74,"CROSS BORDER RISK",LOW
8379256821,2022-10-13,8745.85,"CROSS BORDER RISK",LOW
2337289637,2022-10-13,3559.89,"CROSS BORDER RISK",LOW
5095505244,2022-10-13,105674.69,"CROSS BORDER RISK",LOW
3651814546,2022-10-13,143.11,"CROSS BORDER RISK",LOW
9749980386,2022-10-13,15350.29,"CROSS BORDER RISK",LOW
5668411164,2022-10-13,10004.27,"CROSS BORDER RISK",LOW
403526894,2022-10-14,2666.69,"CROSS BORDER RISK",LOW
5458014530,2022-10-14,11390.42,"CROSS BORDER RISK",LOW
6633012892,2022-10-14,22544.67,"CROSS BORDER RISK",LOW
2835477095,2022-10-14,8945.09,"CROSS BORDER RISK",LOW
5825377846,2022-10-14,65.62,"CROSS BORDER RISK",LOW
346811235,2022-10-14,3828.70,"CROSS BORDER RISK",LOW
403526894,2022-10-14,2254.57,"CROSS BORDER RISK",LOW
675669049,2022-10-14,3892.57,"CROSS BORDER RISK",MEDIUM
3651814546,2022-10-14,78.46,"CROSS BORDER RISK",LOW
8501920513,2022-10-15,13178.26,"CROSS BORDER RISK",LOW
8600542721,2022-10-15,1787.20,"CROSS BORDER RISK",LOW
435764827,2022-10-15,6728.53,"CROSS BORDER RISK",LOW
3651814546,2022-10-15,178.74,"CROSS BORDER RISK",LOW
8848140810,2022-10-15,9694.15,"CROSS BORDER RISK",MEDIUM
188929394,2022-10-15,9658.21,"CROSS BORDER RISK",LOW
8501920513,2022-10-15,1972.23,"CROSS BORDER RISK",MEDIUM
4913551727,2022-10-15,3514.93,"CROSS BORDER RISK",LOW
3591030456,2022-10-15,7909.10,"CROSS BORDER RISK",MEDIUM
9707989791,2022-10-15,4123.44,"CROSS BORDER RISK",MEDIUM
3651814546,2022-10-15,141.08,"CROSS BORDER RISK",LOW
9599002502,2022-10-15,2259.18,"CROSS BORDER RISK",LOW
3764972093,2022-10-15,102217.56,"CROSS BORDER RISK",CRITICAL
6051946283,2022-10-16,2194.59,"CROSS BORDER RISK",LOW
3873090207,2022-10-16,4174.32,"CROSS BORDER RISK",MEDIUM
3651814546,2022-10-16,291.38,"CROSS BORDER RISK",LOW
7973807879,2022-10-16,3524.40,"CROSS BORDER RISK",LOW
3651814546,2022-10-16,64.85,"CROSS BORDER RISK",LOW
2749124400,2022-10-16,8587.87,"CROSS BORDER RISK",LOW
6652024436,2022-10-16,14610.64,"CROSS BORDER RISK",HIGH
5520221039,2022-10-17,227174.87,"CROSS BORDER RISK",LOW
4711995584,2022-10-17,5782.00,"CROSS BORDER RISK",LOW
4816063555,2022-10-17,13332.30,"CROSS BORDER RISK",LOW
5047305009,2022-10-17,322244.45,"CROSS BORDER RISK",CRITICAL
6545638988,2022-10-17,3671.30,"CROSS BORDER RISK",LOW
6770601554,2022-10-17,105.45,"CROSS BORDER RISK",MEDIUM
3651814546,2022-10-17,56.94,"CROSS BORDER RISK",LOW
6770601554,2022-10-18,275.19,"CROSS BORDER RISK",MEDIUM
9471903835,2022-10-18,3240.13,"CROSS BORDER RISK",LOW
1423078109,2022-10-18,12390.16,"CROSS BORDER RISK",LOW
7190719389,2022-10-18,4748.08,"CROSS BORDER RISK",LOW
9430804295,2022-10-18,433314.60,"CROSS BORDER RISK",LOW
2176135093,2022-10-18,3837.67,"CROSS BORDER RISK",LOW
2161928970,2022-10-18,4337.60,"CROSS BORDER RISK",LOW
6770601554,2022-10-18,76.65,"CROSS BORDER RISK",MEDIUM
2166563883,2022-10-19,2150.35,"CROSS BORDER RISK",LOW
4599310239,2022-10-19,3579.02,"CROSS BORDER RISK",LOW
2550670994,2022-10-19,8848.67,"CROSS BORDER RISK",LOW
6770601554,2022-10-19,220.11,"CROSS BORDER RISK",MEDIUM
7206201403,2022-10-19,5540.87,"CROSS BORDER RISK",LOW
4014748430,2022-10-19,10074.66,"CROSS BORDER RISK",LOW
6770601554,2022-10-20,208.67,"CROSS BORDER RISK",MEDIUM
7911678176,2022-10-20,4352.05,"CROSS BORDER RISK",LOW
531041847,2022-10-20,2847.37,"CROSS BORDER RISK",LOW
531041847,2022-10-20,859.56,"CROSS BORDER RISK",LOW
1813079910,2022-10-20,6056.61,"CROSS BORDER RISK",LOW
3885905606,2022-10-20,4352.29,"CROSS BORDER RISK",MEDIUM
403526894,2022-10-20,9180.49,"CROSS BORDER RISK",LOW
7352073803,2022-10-20,10970.74,"CROSS BORDER RISK",HIGH
9749980386,2022-10-20,6845.24,"CROSS BORDER RISK",MEDIUM
8178792185,2022-10-20,3768.30,"CROSS BORDER RISK",LOW
3885905606,2022-10-20,1100.63,"CROSS BORDER RISK",LOW
5303255200,2022-10-21,8286.98,"CROSS BORDER RISK",LOW
1424693007,2022-10-21,5264.03,"CROSS BORDER RISK",MEDIUM
6123762963,2022-10-21,1459.66,"CROSS BORDER RISK",LOW
1424693007,2022-10-21,17477.41,"CROSS BORDER RISK",HIGH
6770601554,2022-10-21,104.09,"CROSS BORDER RISK",MEDIUM
6123762963,2022-10-21,4283.09,"CROSS BORDER RISK",MEDIUM
6770601554,2022-10-22,68.22,"CROSS BORDER RISK",MEDIUM
1416418992,2022-10-22,8541.04,"CROSS BORDER RISK",MEDIUM
6123762963,2022-10-22,3495.20,"CROSS BORDER RISK",MEDIUM
3885905606,2022-10-23,2699.51,"CROSS BORDER RISK",LOW
6770601554,2022-10-23,84.10,"CROSS BORDER RISK",MEDIUM
2793197858,2022-10-23,14726.19,"CROSS BORDER RISK",LOW
6123762963,2022-10-23,14107.60,"CROSS BORDER RISK",LOW
3885905606,2022-10-23,545.35,"CROSS BORDER RISK",LOW
6652024436,2022-10-23,5744.71,"CROSS BORDER RISK",MEDIUM
6123762963,2022-10-24,660.61,"CROSS BORDER RISK",MEDIUM
2793197858,2022-10-24,6095.70,"CROSS BORDER RISK",LOW
1424693007,2022-10-24,3972.24,"CROSS BORDER RISK",LOW
3001717656,2022-10-25,7420.87,"CROSS BORDER RISK",LOW
8055925195,2022-10-25,6233.37,"CROSS BORDER RISK",LOW
8537288551,2022-10-26,1338.35,"CROSS BORDER RISK",MEDIUM
8537288551,2022-10-26,4798.65,"CROSS BORDER RISK",MEDIUM
2793197858,2022-10-26,10350.43,"CROSS BORDER RISK",LOW
1424693007,2022-10-26,6517.83,"CROSS BORDER RISK",MEDIUM
3950352859,2022-10-27,2044.98,"CROSS BORDER RISK",LOW
8263786289,2022-10-27,2354.30,"CROSS BORDER RISK",LOW
6345198198,2022-10-27,1185.51,"CROSS BORDER RISK",LOW
7078200557,2022-10-27,6587.92,"CROSS BORDER RISK",MEDIUM
5030100545,2022-10-27,7594.86,"CROSS BORDER RISK",MEDIUM
1424693007,2022-10-27,11235.13,"CROSS BORDER RISK",LOW
4550948935,2022-10-28,4279.63,"CROSS BORDER RISK",LOW
2420393246,2022-10-28,4103.20,"CROSS BORDER RISK",LOW
4014748430,2022-10-29,10255.09,"CROSS BORDER RISK",LOW
6916860201,2022-10-29,198333.06,"CROSS BORDER RISK",LOW
1424693007,2022-10-29,5849.04,"CROSS BORDER RISK",MEDIUM
2060128523,2022-10-29,3996.79,"CROSS BORDER RISK",MEDIUM
6345198198,2022-10-30,7648.76,"CROSS BORDER RISK",LOW
6123762963,2022-10-30,1718.46,"CROSS BORDER RISK",LOW
6345198198,2022-10-31,2634.29,"CROSS BORDER RISK",LOW
8060121943,2022-10-31,16728.33,"CROSS BORDER RISK",HIGH
3950352859,2022-10-31,3209.19,"CROSS BORDER RISK",LOW
7627772980,2022-10-31,9804.54,"CROSS BORDER RISK",MEDIUM
8537288551,2022-10-31,4160.59,"CROSS BORDER RISK",LOW
1021972,2022-10-31,7988.53,"CROSS BORDER RISK",MEDIUM
1600149721,2022-11-01,69.67,"CROSS BORDER RISK",MEDIUM
3950352859,2022-11-01,10464.35,"CROSS BORDER RISK",LOW
8638390457,2022-11-01,26472.90,"CROSS BORDER RISK",LOW
3950352859,2022-11-01,705.92,"CROSS BORDER RISK",LOW
1600149721,2022-11-02,142.70,"CROSS BORDER RISK",MEDIUM
3950352859,2022-11-02,2405.55,"CROSS BORDER RISK",LOW
8285407168,2022-11-02,29890.09,"CROSS BORDER RISK",LOW
8537288551,2022-11-02,278.43,"CROSS BORDER RISK",LOW
4821757624,2022-11-03,9152.44,"CROSS BORDER RISK",LOW
3651814546,2022-11-03,101.81,"CROSS BORDER RISK",LOW
3950352859,2022-11-03,4485.91,"CROSS BORDER RISK",MEDIUM
2820805407,2022-11-03,169.91,"CROSS BORDER RISK",LOW
8197072010,2022-11-03,1423.33,"CROSS BORDER RISK",LOW
8537288551,2022-11-03,14944.10,"CROSS BORDER RISK",HIGH
1600149721,2022-11-03,177.49,"CROSS BORDER RISK",MEDIUM
6988324584,2022-11-03,4657.97,"CROSS BORDER RISK",LOW
1600149721,2022-11-04,224.10,"CROSS BORDER RISK",MEDIUM
3651814546,2022-11-04,332.37,"CROSS BORDER RISK",LOW
5358114791,2022-11-04,3390.36,"CROSS BORDER RISK",LOW
1600149721,2022-11-04,122.10,"CROSS BORDER RISK",MEDIUM
8537288551,2022-11-04,5379.18,"CROSS BORDER RISK",MEDIUM
1813079910,2022-11-04,18935.15,"CROSS BORDER RISK",HIGH
8849558846,2022-11-04,3657.87,"CROSS BORDER RISK",LOW
2820805407,2022-11-04,135.16,"CROSS BORDER RISK",LOW
8684916519,2022-11-04,4755.30,"CROSS BORDER RISK",LOW
2820805407,2022-11-05,228.30,"CROSS BORDER RISK",LOW
1600149721,2022-11-05,283.03,"CROSS BORDER RISK",MEDIUM
3950352859,2022-11-05,1791.72,"CROSS BORDER RISK",LOW
1926054413,2022-11-05,4660.40,"CROSS BORDER RISK",LOW
3651814546,2022-11-05,218.86,"CROSS BORDER RISK",LOW
2820805407,2022-11-05,236.30,"CROSS BORDER RISK",LOW
4767587845,2022-11-05,10507.62,"CROSS BORDER RISK",LOW
6345198198,2022-11-05,1297.54,"CROSS BORDER RISK",LOW
4382775538,2022-11-05,10919.52,"CROSS BORDER RISK",LOW
6726922016,2022-11-05,25164.48,"CROSS BORDER RISK",HIGH
3950352859,2022-11-05,2869.29,"CROSS BORDER RISK",LOW
8417752885,2022-11-05,7420.50,"CROSS BORDER RISK",LOW
6770601554,2022-11-06,63.39,"CROSS BORDER RISK",MEDIUM
7078200557,2022-11-06,36004.94,"CROSS BORDER RISK",HIGH
5017378989,2022-11-06,3544.46,"CROSS BORDER RISK",LOW
476800554,2022-11-06,2227.73,"CROSS BORDER RISK",LOW
8197072010,2022-11-06,4534.45,"CROSS BORDER RISK",MEDIUM
1600149721,2022-11-06,210.50,"CROSS BORDER RISK",MEDIUM
4447501051,2022-11-06,7570.44,"CROSS BORDER RISK",LOW
2820805407,2022-11-06,146.70,"CROSS BORDER RISK",LOW
3226909844,2022-11-06,3639.55,"CROSS BORDER RISK",LOW
2889112657,2022-11-06,3497.93,"CROSS BORDER RISK",LOW
9303470721,2022-11-06,4731.48,"CROSS BORDER RISK",LOW
9562274039,2022-11-06,5180.62,"CROSS BORDER RISK",MEDIUM
3180939545,2022-11-07,23166.68,"CROSS BORDER RISK",HIGH
1600149721,2022-11-07,121.34,"CROSS BORDER RISK",MEDIUM
4551306098,2022-11-07,4585.12,"CROSS BORDER RISK",MEDIUM
9327083401,2022-11-07,6208.51,"CROSS BORDER RISK",MEDIUM
2820805407,2022-11-07,108.74,"CROSS BORDER RISK",LOW
2820805407,2022-11-07,219.29,"CROSS BORDER RISK",LOW
2305137294,2022-11-07,4676.70,"CROSS BORDER RISK",LOW
3912741326,2022-11-07,3654.46,"CROSS BORDER RISK",LOW
1600149721,2022-11-07,152.96,"CROSS BORDER RISK",MEDIUM
6770601554,2022-11-07,82.10,"CROSS BORDER RISK",MEDIUM
6708292258,2022-11-07,21495.65,"CROSS BORDER RISK",LOW
6770601554,2022-11-08,62.70,"CROSS BORDER RISK",MEDIUM
3651814546,2022-11-08,116.69,"CROSS BORDER RISK",LOW
4734287837,2022-11-08,4210.11,"CROSS BORDER RISK",MEDIUM
4525762763,2022-11-08,5504.80,"CROSS BORDER RISK",LOW
4775429005,2022-11-08,5213.43,"CROSS BORDER RISK",LOW
4382775538,2022-11-08,7999.18,"CROSS BORDER RISK",LOW
6854382721,2022-11-08,4096.48,"CROSS BORDER RISK",MEDIUM
1239830563,2022-11-08,6196.74,"CROSS BORDER RISK",MEDIUM
9725749581,2022-11-08,4711.68,"CROSS BORDER RISK",LOW
8197072010,2022-11-09,913.07,"CROSS BORDER RISK",MEDIUM
3651814546,2022-11-09,128.98,"CROSS BORDER RISK",LOW
4775429005,2022-11-09,8522.14,"CROSS BORDER RISK",LOW
582901738,2022-11-09,2654.16,"CROSS BORDER RISK",LOW
1509134836,2022-11-09,2735.15,"CROSS BORDER RISK",LOW
9380493823,2022-11-09,6472.44,"CROSS BORDER RISK",MEDIUM
5874519393,2022-11-09,5447.87,"CROSS BORDER RISK",LOW
4382775538,2022-11-09,5169.86,"CROSS BORDER RISK",LOW
1233589069,2022-11-09,3452.10,"CROSS BORDER RISK",LOW
1285588849,2022-11-09,6378.33,"CROSS BORDER RISK",MEDIUM
2065685062,2022-11-09,4736.40,"CROSS BORDER RISK",LOW
3393308952,2022-11-09,4032.49,"CROSS BORDER RISK",LOW
1184607529,2022-11-09,9237.57,"CROSS BORDER RISK",LOW
7993303298,2022-11-09,4342.43,"CROSS BORDER RISK",MEDIUM
6770601554,2022-11-09,126.13,"CROSS BORDER RISK",MEDIUM
8660073261,2022-11-09,4129.19,"CROSS BORDER RISK",LOW
9036440190,2022-11-10,4673.23,"CROSS BORDER RISK",LOW
9488075004,2022-11-10,3486.82,"CROSS BORDER RISK",LOW
6770601554,2022-11-10,125.24,"CROSS BORDER RISK",MEDIUM
4382775538,2022-11-10,9479.67,"CROSS BORDER RISK",LOW
9939335199,2022-11-10,4282.07,"CROSS BORDER RISK",MEDIUM
8197072010,2022-11-10,16299.49,"CROSS BORDER RISK",HIGH
8197072010,2022-11-10,10466.66,"CROSS BORDER RISK",LOW
9700230961,2022-11-10,6102.91,"CROSS BORDER RISK",MEDIUM
6568147162,2022-11-11,4820.46,"CROSS BORDER RISK",LOW
9233324207,2022-11-11,3391.79,"CROSS BORDER RISK",LOW
9965419082,2022-11-11,6615.15,"CROSS BORDER RISK",MEDIUM
6486848760,2022-11-11,5975.23,"CROSS BORDER RISK",LOW
6726922016,2022-11-11,2108.56,"CROSS BORDER RISK",LOW
1792169085,2022-11-11,3609.91,"CROSS BORDER RISK",MEDIUM
5849180756,2022-11-11,6064.63,"CROSS BORDER RISK",MEDIUM
1173553473,2022-11-11,4564.68,"CROSS BORDER RISK",MEDIUM
7335976595,2022-11-12,3395.52,"CROSS BORDER RISK",LOW
1184607529,2022-11-12,8412.82,"CROSS BORDER RISK",LOW
9382188772,2022-11-12,87001.98,"CROSS BORDER RISK",LOW
2369124408,2022-11-12,6063.20,"CROSS BORDER RISK",MEDIUM
4775429005,2022-11-12,5216.40,"CROSS BORDER RISK",LOW
930766233,2022-11-12,4213.69,"CROSS BORDER RISK",MEDIUM
4775429005,2022-11-12,11006.94,"CROSS BORDER RISK",LOW
